Epoch,Learn rate,Avg Train loss,Train Accuracy,Avg Eval loss,Eval accuracy
0,0.0,6.137983494553684,0.002483185597893605,6.14137077867315,0.002422142752938056
1,8.45513203992108e-05,4.080287297895132,0.07825283213587832,4.076838595143864,0.07748170770453604
2,0.0001691026407984216,3.9241885513313544,0.08983295778782407,3.9196111620142218,0.08829655803823738
3,0.0002536539611976324,3.7086731333377934,0.10269875972231557,3.7312725983308943,0.1012125669068165
4,0.0003382052815968432,3.2424009274845282,0.1898359855529198,3.228905549210109,0.19533450399222
5,0.000422756601996054,3.06009681214971,0.20622922427767565,3.052959211756674,0.21128704340270396
6,0.0005073079223952648,2.9463264321492724,0.22525361731402144,2.94611955492684,0.22665485220678736
7,0.0005918592427944756,2.786199993831067,0.2648322711244595,2.8036347882131514,0.2633920522888055
8,0.0006764105631936864,2.6759131787237056,0.2865489179745686,2.7138907695084473,0.28370712530077175
9,0.0006696086943054427,2.607604533187614,0.3004180450946832,2.6426470601156855,0.2968243919731526
10,0.0006352465845169856,2.545876721705287,0.30952002634563724,2.5578301381529047,0.3116810725311215
11,0.0006056838532829841,2.4642046089014733,0.32140644812140584,2.4760257528069314,0.3246019455824005
12,0.0005798981398634417,2.4221025757060564,0.3293012180481075,2.462179430415121,0.3264728021085932
13,0.0005571481111880228,2.37319914984309,0.3396439312780199,2.401301499163167,0.3381938485617048
14,0.0005368813537062887,2.317119080665683,0.3486306358836899,2.372922407107407,0.3396981301602353
15,0.0005186766643041345,2.2967591697026877,0.35512644834508583,2.3506038831860834,0.3462843529963761
16,0.000502206520729082,2.254745880434336,0.36163811619616737,2.3037696567814003,0.35546350412154465
17,0.0004872118896094,nan,0.364789965847307,2.2865292825055925,0.35488416405206313
18,0.00047348484848484844,2.208309493774225,0.3695173641004838,2.2712401017714083,0.3602941089801574
19,0.0004608563100305753,2.188101250524363,0.37349976445278843,2.2410219438960044,0.3663270738017693
20,0.00044918716763755383,2.151390299816762,0.3811636286333573,2.2040072465210816,0.3722518374410908
21,0.0004383617896650338,2.1508544181004043,0.382465093465876,2.214917334277978,0.3718804335326291
22,0.000428283159911596,2.128825798014964,0.38651180452059125,2.184863269998786,0.3773109567969033
23,0.0004188691936218668,2.1123468801994956,0.38921314933575873,2.1876183721456637,0.3760051543123267
24,0.0004100499070949047,2.093500842240231,0.39335176477993816,2.1565417051315308,0.382369681020801
25,0.0004017652165832656,2.0825295401506185,0.3955661716663148,2.1647828763790344,0.38061880462625053
26,0.00039396320754632745,2.0819396815024134,0.39555483145162096,2.1511796016371654,0.384192028742158
27,0.0003865987599089611,2.062740948820902,0.40051006599644984,2.1475520415252514,0.3856704653648848
28,0.00037963244589833006,2.059507797079638,0.4003492061756859,2.1360280312848894,0.3874061978265141
29,0.0003730296388060299,2.043595918692833,0.40244828946580574,2.125678014219477,0.38888273279318647
30,0.000366759786572672,2.034127352897786,0.4063321137723844,2.130284030785721,0.38794200641385623
31,0.00036079581534145024,2.0195279936652537,0.4082014635821019,2.112880015641116,0.39254910155628503
32,0.0003551136363636364,2.014222326111202,0.40942483081305325,2.0967251879445623,0.39407369862781483
33,0.0003496917357367407,2.0144004848870365,0.4103671243983852,2.097128756930319,0.394650356823139
34,0.00034451083101751844,1.9945298391432802,0.4137567001556562,2.091891237858976,0.39456195375892555
35,0.0003395535821972709,1.9962875599210912,0.41400249708782544,2.1130194730972978,0.3922894573613499
36,0.00033480434715272135,1.9854988406512364,0.4147802330861407,2.0616690375831688,0.40077453818214076
37,0.00033024897370403206,1.9763424903893274,0.417978978908259,2.0714852943849027,0.40077045425940094
38,0.00032587462197522976,1.975795127636145,0.41782177107270096,2.0763256710566833,0.3983123784654596
39,0.00032166961197289647,1.954037287264816,0.4215766108971982,2.072797010453899,0.3975159442156888
40,0.0003176232922584928,1.958540041584614,0.4214910609293575,2.0710739500067206,0.39901581774936634
41,0.0003137259263489958,1.957895048639991,0.42179347254520605,2.06126460198606,0.40315976671958237
42,0.0003099685940852164,1.9521077085625043,0.42284185377773176,2.053766905591729,0.4057021609852823
43,0.0003063431056915864,1.939954051055199,0.4249340701571181,2.03022563189603,0.40813032462355797
44,0.00030284192664149204,1.9268108012755054,0.4275580030088582,2.0272013364213235,0.4087452469916826
45,0.0002994581117583692,1.9311271639894847,0.42657880435797796,2.0562728630023055,0.4029033033365614
46,0.000296185247240163,1.926923917344779,0.4274478746224041,2.03304434760233,0.407101169061125
47,0.00029301739950533904,1.9208201541880932,0.4288311246628604,2.037207343605127,0.4069092360775122
48,0.00028994906993172085,1.9263431203266805,0.4276982226278171,2.0232936572492792,0.4091792521851786
49,0.0002869751547023326,1.920663986816879,0.4296148304850602,2.0305651278977983,0.4073730914780263
50,0.0002840909090909091,1.9116807148968877,0.4317250080591391,2.020597717735205,0.4102261903580655
51,0.0002812919156183734,1.9069148191243164,0.43177680351024816,2.0202407247564764,0.4095989284890421
52,0.0002785740555940114,1.9041078903458335,0.4315104850929631,2.033240714769685,0.40662872489918483
53,0.00027593348362422277,1.908367946620815,0.43131690299954295,2.0221412570289012,0.4092090411132641
54,0.0002733666047299364,1.8943058062683453,0.4343078186319879,2.0260365478108437,0.40919911158218814
55,0.00027087005376295236,1.8949937721914496,0.434074692366537,2.0470224029562445,0.4033190186104078
56,0.00026844067685314433,1.8921244664133088,0.4358592682387218,2.0159784354520647,0.4129349264536011
57,0.0002660755146538903,1.8802702116572168,0.43825119493667747,2.023475012082732,0.41045371401176023
58,0.0002637717871833123,1.8794142150681865,0.4374479358969641,2.0143227161986106,0.41062293092856245
59,0.00026152688008475094,1.8936932150982628,0.4351645744413384,2.0163281928287464,0.40923066219587007
60,0.00025933833215206726,1.8745206811211326,0.43912168592214584,1.9988207509008686,0.41400875268357523
61,0.00025720382398442763,1.8724278792862064,0.43872572500104745,2.012853891661998,0.4120428059877974
62,0.0002551211676516689,1.8719697047856227,0.4390300410715016,2.03272356344073,0.40669718083370937
63,0.0002530882972655534,1.8687147503056802,0.43972543239100903,2.0112935559133467,0.41230408897560633
64,0.000251103260364541,1.8558825072178171,0.4421909191637985,2.0124645407280224,0.41010843602459085
65,0.000249164210030406,1.8562478758086842,0.4424065249271629,1.9932668423384763,0.4152382200353601
66,0.0002472693976643435,1.8635025036729072,0.44120784775038396,2.0027378301941945,0.4142063825987698
67,0.00024541716635834095,1.8469761422842987,0.44390299491399576,1.9948761972148767,0.4148465187362071
68,0.0002436059448047,1.852975610859138,0.443659648052917,1.991899750205908,0.41590191407150096
69,0.00024183424169282628,1.8484597792310162,0.44361628776739453,2.0010259566682107,0.4143248113353601
70,0.000240100640547874,1.8442357830272234,0.4451770464127714,2.0106589954890564,0.4119468569085839
71,0.0002384037949706503,1.842272635087494,0.44541524590785836,1.9911719225765614,0.41655105988631086
72,0.00023674242424242422,1.8400101095191703,0.44527933832781375,2.0012338215045715,0.4137175317560689
73,0.00023511530926203632,1.8319273029477143,0.44721953909505496,1.9880605815501695,0.4178438652097509
74,0.00023352128878601888,1.8338878605483977,0.44759970293803647,1.9826957697278997,0.4186357946208354
75,0.0002319592559453767,1.8306501323033955,0.44755275830749636,1.9902285350842421,0.4158610031845864
76,0.00023042815501528766,1.8297350204680576,0.44822178368479754,1.9716509419880557,0.42046118351850614
77,0.0002289269784163012,1.8211575372159974,0.45010624179416453,1.9857172939214813,0.41838140032264626
78,0.00022745476392768056,1.8172468922354958,0.4510964173053907,2.000873222779692,0.41490036517046813
79,0.00022601059209537784,1.8202181175227994,0.45047158126003484,1.9879065671663605,0.41645880026763743
80,0.00022459358381877691,1.8120492615483024,0.4517619635694283,1.9802449419257346,0.41782546009910243
81,0.00022320289810181425,1.812983322488375,0.45096017309456815,1.9718623697088007,0.41979797167724436
82,0.00022183772995540633,1.8114313852688497,0.451589006715077,1.9838161214014118,0.41719954804088294
83,0.00022049730843929909,nan,0.45400231861132234,1.9741581276561437,0.41873952612448273
84,0.0002191808948325169,1.8154512584702043,0.45109909920653035,1.9955197894171384,0.41415354408574906
85,0.00021788778092254838,1.8042023093247217,0.45343744058993235,1.972646872649032,0.4196729783931475
86,0.000216617287404268,1.805206489218168,0.4534550299329206,1.982952124617073,0.41923570365048524
87,0.00021536876238037025,1.809147346118265,0.4520965286276557,1.9504765955249914,0.42331352796447413
88,0.000214141579955798,1.7945269792040517,0.45581460959655196,1.9908097875252198,0.4168437354350358
89,0.0002129351389192788,1.810516841894339,0.4519376421023992,1.9550799426068082,0.42232244336203245
90,0.00021174886150566189,1.7930785247609635,0.45636316253380343,1.973096575629845,0.4182798420445303
91,0.0002105821922332674,1.8022167985596933,0.45405783584295223,1.9650532958212863,0.4203727449593919
92,0.0002094345968109334,1.7995486749597818,0.4550594840783718,1.9595190675071117,0.4225616937273004
93,0.00020830556110987682,1.7953507550491774,0.45532243858930493,1.984965090001567,0.41575455464673844
94,0.00020719459019587292,1.7941919794259977,0.4560032570041901,1.975998665509599,0.42078424404176434
95,0.00020610120741761692,1.7961226627846394,0.4555639853654814,1.980131630147441,0.4174724874201785
96,0.00020502495354745234,1.7876654981581632,0.4574268986740388,1.9674004624398906,0.4212109580468596
97,0.00020396538597094833,1.7848422778539421,0.4575515618501616,1.979058123706432,0.4194116247503945
98,0.0002029220779220779,1.79098058781348,0.4564420565470191,1.9734141813235337,0.42045258538106856
99,0.00020189461776099472,1.784199159992628,0.45755779989494766,1.9662391000919128,0.4223165364747637
100,0.0002008826082916328,1.7770867039842053,0.4596815101248174,1.9641462122456412,0.42240614033816903
